Distribuidora;Conjunto;Municipio;Estado;MUNICÍPIO_R;Endereco;LAT_SUB;LONG_SUB
LIGHT;AGUA GRANDE AEREO;RIO DE JANEIRO;RJ;RIO DE JANEIRO;LIGHT SUBESTACAO AGUA GRANDE AEREO;-22,8285735;-43,3137045
LIGHT;ALDEIA CAMPISTA;RIO DE JANEIRO;RJ;RIO DE JANEIRO;LIGHT SUBESTACAO ALDEIA CAMPISTA;-22,9173967;-43,2383761
LIGHT;ALVORADA;RIO DE JANEIRO;RJ;RIO DE JANEIRO;LIGHT SUBESTACAO ALVORADA;-22,9945514;-43,3774027
LIGHT;ARI FRANCO;RIO DE JANEIRO;RJ;RIO DE JANEIRO;LIGHT SUBESTACAO ARI FRANCO;-22,8615394;-43,4726912
LIGHT;BAEPENDI AEREO;RIO DE JANEIRO;RJ;RIO DE JANEIRO;LIGHT SUBESTACAO BAEPENDI AEREO;-22,9331398;-43,1810004
LIGHT;BAEPENDI SUBTERRANEO;RIO DE JANEIRO;RJ;RIO DE JANEIRO;LIGHT SUBESTACAO BAEPENDI SUBTERRANEO;-22,9331398;-43,1810004
LIGHT;BARRA 2;RIO DE JANEIRO;RJ;RIO DE JANEIRO;LIGHT SUBESTACAO BARRA 2;-22,9978492;-43,3248706
LIGHT;BARRA AEREO;RIO DE JANEIRO;RJ;RIO DE JANEIRO;LIGHT SUBESTACAO BARRA AEREO;-22,9945514;-43,3774027
LIGHT;BARRA SUBTERRANEO;RIO DE JANEIRO;RJ;RIO DE JANEIRO;LIGHT SUBESTACAO BARRA SUBTERRANEO;-22,9945514;-43,3774027
LIGHT;BOCA DO MATO AEREO;RIO DE JANEIRO;RJ;RIO DE JANEIRO;LIGHT SUBESTACAO BOCA DO MATO AEREO;-22,9108744;-43,2849077
LIGHT;BOTAFOGO AEREO URBANO;RIO DE JANEIRO;RJ;RIO DE JANEIRO;LIGHT SUBESTACAO BOTAFOGO AEREO URBANO;-22,9456022;-43,188095
LIGHT;BOTAFOGO SUBTERRANEO;RIO DE JANEIRO;RJ;RIO DE JANEIRO;LIGHT SUBESTACAO BOTAFOGO SUBTERRANEO;-22,9456022;-43,188095
LIGHT;BRAS DE PINA;RIO DE JANEIRO;RJ;RIO DE JANEIRO;LIGHT SUBESTACAO BRAS DE PINA;-22,8267848;-43,2792561
LIGHT;BRISA MAR;RIO DE JANEIRO;RJ;RIO DE JANEIRO;LIGHT SUBESTACAO BRISA MAR;-22,9945514;-43,3774027
LIGHT;CACHAMBI AEREO;RIO DE JANEIRO;RJ;RIO DE JANEIRO;LIGHT SUBESTACAO CACHAMBI AEREO;-22,9173967;-43,2383761
LIGHT;CACHAMORRA;RIO DE JANEIRO;RJ;RIO DE JANEIRO;LIGHT SUBESTACAO CACHAMORRA;-22,9173967;-43,2383761
LIGHT;CAMARA;RIO DE JANEIRO;RJ;RIO DE JANEIRO;LIGHT SUBESTACAO CAMARA;-22,8882363;-43,4831487
LIGHT;CAMERINO AEREO URBANO;RIO DE JANEIRO;RJ;RIO DE JANEIRO;LIGHT SUBESTACAO CAMERINO AEREO URBANO;-22,9013664;-43,1862967
LIGHT;CAMERINO SUBTERRANEO;RIO DE JANEIRO;RJ;RIO DE JANEIRO;LIGHT SUBESTACAO CAMERINO SUBTERRANEO;-22,925504;-43,2214577
LIGHT;CAMPO MARTE AEREO;RIO DE JANEIRO;RJ;RIO DE JANEIRO;LIGHT SUBESTACAO CAMPO MARTE AEREO;-22,8980446;-43,2180272
LIGHT;CASCADURA AEREO;RIO DE JANEIRO;RJ;RIO DE JANEIRO;LIGHT SUBESTACAO CASCADURA AEREO;-22,8821353;-43,3333658
LIGHT;COLEGIO AEREO;RIO DE JANEIRO;RJ;RIO DE JANEIRO;LIGHT SUBESTACAO COLEGIO AEREO;-22,844441;-43,3358523
LIGHT;COPACABANA;RIO DE JANEIRO;RJ;RIO DE JANEIRO;LIGHT SUBESTACAO COPACABANA;-22,9633017;-43,1803773
LIGHT;COSMOS;RIO DE JANEIRO;RJ;RIO DE JANEIRO;LIGHT SUBESTACAO COSMOS;-22,9036648;-43,6149097
LIGHT;CURICICA AEREO;RIO DE JANEIRO;RJ;RIO DE JANEIRO;LIGHT SUBESTACAO CURICICA AEREO;-22,912225;-43,3729809
LIGHT;DEMOCRATICOS AEREO;RIO DE JANEIRO;RJ;RIO DE JANEIRO;LIGHT SUBESTACAO DEMOCRATICOS AEREO;-22,9945514;-43,3774027
LIGHT;ESPERANCA AEREO AT/MT;RIO DE JANEIRO;RJ;RIO DE JANEIRO;LIGHT SUBESTACAO ESPERANCA AEREO AT/MT;-22,9173967;-43,2383761
LIGHT;ESPERANCA AEREO MT/MT;RIO DE JANEIRO;RJ;RIO DE JANEIRO;LIGHT SUBESTACAO ESPERANCA AEREO MT/MT;-22,9920046;-43,2513093
LIGHT;FREI CANECA AEREO;RIO DE JANEIRO;RJ;RIO DE JANEIRO;LIGHT SUBESTACAO FREI CANECA AEREO;-22,9146894;-43,1985619
LIGHT;GOVERNADOR AEREO;RIO DE JANEIRO;RJ;RIO DE JANEIRO;LIGHT SUBESTACAO GOVERNADOR AEREO;-22,9173967;-43,2383761
LIGHT;GUADALUPE AEREO;RIO DE JANEIRO;RJ;RIO DE JANEIRO;LIGHT SUBESTACAO GUADALUPE AEREO;-22,9173967;-43,2383761
LIGHT;GUANABARA AEREO;RIO DE JANEIRO;RJ;RIO DE JANEIRO;LIGHT SUBESTACAO GUANABARA AEREO;-22,9945514;-43,3774027
LIGHT;HUMAITA AEREO;RIO DE JANEIRO;RJ;RIO DE JANEIRO;LIGHT SUBESTACAO HUMAITA AEREO;-22,9364549;-43,2445454
LIGHT;HUMAITA SUBTERRANEO;RIO DE JANEIRO;RJ;RIO DE JANEIRO;LIGHT SUBESTACAO HUMAITA SUBTERRANEO;-22,9364549;-43,2445454
LIGHT;ITAPEBA AEREO URBANO;RIO DE JANEIRO;RJ;RIO DE JANEIRO;LIGHT SUBESTACAO ITAPEBA AEREO URBANO;-22,999239;-43,430959
LIGHT;ITAPEBA SUBTERRANEO;RIO DE JANEIRO;RJ;RIO DE JANEIRO;LIGHT SUBESTACAO ITAPEBA SUBTERRANEO;-22,8923732;-43,3063444
LIGHT;JABOATAO AEREO;RIO DE JANEIRO;RJ;RIO DE JANEIRO;LIGHT SUBESTACAO JABOATAO AEREO;-22,8923732;-43,3063444
LIGHT;JARDIM BOTANICO AEREO;RIO DE JANEIRO;RJ;RIO DE JANEIRO;LIGHT SUBESTACAO JARDIM BOTANICO AEREO;-22,9633529;-43,2184657
LIGHT;LEBLON;RIO DE JANEIRO;RJ;RIO DE JANEIRO;LIGHT SUBESTACAO LEBLON;-22,9791196;-43,2187156
LIGHT;LEME AEREO URBANO;RIO DE JANEIRO;RJ;RIO DE JANEIRO;LIGHT SUBESTACAO LEME AEREO URBANO;-22,9633017;-43,1803773
LIGHT;LEME SUBTERRANEO;RIO DE JANEIRO;RJ;RIO DE JANEIRO;LIGHT SUBESTACAO LEME SUBTERRANEO;-22,9633017;-43,1803773
LIGHT;LEOPOLDO AEREO;RIO DE JANEIRO;RJ;RIO DE JANEIRO;LIGHT SUBESTACAO LEOPOLDO AEREO;-22,9173967;-43,2383761
LIGHT;MACKENZIE;RIO DE JANEIRO;RJ;RIO DE JANEIRO;LIGHT SUBESTACAO MACKENZIE;-22,9013664;-43,1862967
LIGHT;MATO ALTO;RIO DE JANEIRO;RJ;RIO DE JANEIRO;LIGHT SUBESTACAO MATO ALTO;-22,9419299;-43,5680786
LIGHT;MATURACA AEREO;RIO DE JANEIRO;RJ;RIO DE JANEIRO;LIGHT SUBESTACAO MATURACA AEREO;-22,9364549;-43,2445454
LIGHT;PADRE MIGUEL;RIO DE JANEIRO;RJ;RIO DE JANEIRO;LIGHT SUBESTACAO PADRE MIGUEL;-22,8914467;-43,4256522
LIGHT;PAVUNA;RIO DE JANEIRO;RJ;RIO DE JANEIRO;LIGHT SUBESTACAO PAVUNA;-22,8162902;-43,3879922
LIGHT;PEDRO ERNESTO AEREO;RIO DE JANEIRO;RJ;RIO DE JANEIRO;LIGHT SUBESTACAO PEDRO ERNESTO AEREO;-22,8463779;-43,2629249
LIGHT;PIEDADE;RIO DE JANEIRO;RJ;RIO DE JANEIRO;LIGHT SUBESTACAO PIEDADE;-22,8923732;-43,3063444
LIGHT;PORTA DAGUA AEREO;RIO DE JANEIRO;RJ;RIO DE JANEIRO;LIGHT SUBESTACAO PORTA DAGUA AEREO;-22,9381768;-43,3320065
LIGHT;POSTO SEIS AEREO URBANO;RIO DE JANEIRO;RJ;RIO DE JANEIRO;LIGHT SUBESTACAO POSTO SEIS AEREO URBANO;-22,9173967;-43,2383761
LIGHT;POSTO SEIS SUBTERRANEO;RIO DE JANEIRO;RJ;RIO DE JANEIRO;LIGHT SUBESTACAO POSTO SEIS SUBTERRANEO;-22,9633017;-43,1803773
LIGHT;RAMOS AEREO;RIO DE JANEIRO;RJ;RIO DE JANEIRO;LIGHT SUBESTACAO RAMOS AEREO;-22,8547579;-43,2535105
LIGHT;RECREIO;RIO DE JANEIRO;RJ;RIO DE JANEIRO;LIGHT SUBESTACAO RECREIO;-23,0112934;-43,4684545
LIGHT;RIO COMPRIDO AEREO;RIO DE JANEIRO;RJ;RIO DE JANEIRO;LIGHT SUBESTACAO RIO COMPRIDO AEREO;-22,925504;-43,2214577
LIGHT;SAMARITANO AEREO URBANO;RIO DE JANEIRO;RJ;RIO DE JANEIRO;LIGHT SUBESTACAO SAMARITANO AEREO URBANO;-22,925504;-43,2214577
LIGHT;SAMARITANO SUBTERRANEO;RIO DE JANEIRO;RJ;RIO DE JANEIRO;LIGHT SUBESTACAO SAMARITANO SUBTERRANEO;-22,9945514;-43,3774027
LIGHT;SANTISSIMO AEREO;RIO DE JANEIRO;RJ;RIO DE JANEIRO;LIGHT SUBESTACAO SANTISSIMO AEREO;-22,866839;-43,5483904
LIGHT;SAO CONRADO AEREO;RIO DE JANEIRO;RJ;RIO DE JANEIRO;LIGHT SUBESTACAO SAO CONRADO AEREO;-22,9920046;-43,2513093
LIGHT;SAO CONRADO SUBTERRANEO;RIO DE JANEIRO;RJ;RIO DE JANEIRO;LIGHT SUBESTACAO SAO CONRADO SUBTERRANEO;-22,9920046;-43,2513093
LIGHT;TAQUARA AEREO;RIO DE JANEIRO;RJ;RIO DE JANEIRO;LIGHT SUBESTACAO TAQUARA AEREO;-22,912225;-43,3729809
LIGHT;TERRA NOVA AEREO;RIO DE JANEIRO;RJ;RIO DE JANEIRO;LIGHT SUBESTACAO TERRA NOVA AEREO;-22,9173967;-43,2383761
LIGHT;TRIAGEM AEREO;RIO DE JANEIRO;RJ;RIO DE JANEIRO;LIGHT SUBESTACAO TRIAGEM AEREO;-22,9173967;-43,2383761
LIGHT;TROVAO AEREO;RIO DE JANEIRO;RJ;RIO DE JANEIRO;LIGHT SUBESTACAO TROVAO AEREO;-22,8893253;-43,2324652
LIGHT;TURIACU;RIO DE JANEIRO;RJ;RIO DE JANEIRO;LIGHT SUBESTACAO TURIACU;-22,8560092;-43,3518161
LIGHT;URUGUAI AEREO;RIO DE JANEIRO;RJ;RIO DE JANEIRO;LIGHT SUBESTACAO URUGUAI AEREO;-22,9633017;-43,1803773
LIGHT;VIGARIO;RIO DE JANEIRO;RJ;RIO DE JANEIRO;LIGHT SUBESTACAO VIGARIO;-22,925504;-43,2214577
LIGHT;VIGARIO GERAL AEREO;RIO DE JANEIRO;RJ;RIO DE JANEIRO;LIGHT SUBESTACAO VIGARIO GERAL AEREO;-22,8189143;-43,3175281
LIGHT;VILA VALQUEIRE;RIO DE JANEIRO;RJ;RIO DE JANEIRO;LIGHT SUBESTACAO VILA VALQUEIRE;-22,912225;-43,3729809
LIGHT;ZONA INDUSTRIAL;RIO DE JANEIRO;RJ;RIO DE JANEIRO;LIGHT SUBESTACAO ZONA INDUSTRIAL;-22,8942933;-43,7358775
COELBA;AGUAS CLARAS;SALVADOR;BA;SALVADOR;COELBA SUBESTACAO AGUAS CLARAS;-12,8875538;-38,4373594
COELBA;AMARALINA;SALVADOR;BA;SALVADOR;COELBA SUBESTACAO AMARALINA;-13,0127114;-38,4701326
COELBA;CAJAZEIRAS  I;SALVADOR;BA;SALVADOR;COELBA SUBESTACAO CAJAZEIRAS  I;-12,97;-38,51
COELBA;CAJAZEIRAS II;SALVADOR;BA;SALVADOR;COELBA SUBESTACAO CAJAZEIRAS II;-12,9236867;-38,4570726
COELBA;CENTRO ADMINISTRATIVO DA BAHIA;SALVADOR;BA;SALVADOR;COELBA SUBESTACAO CENTRO ADMINISTRATIVO DA BAHIA;-12,9532623;-38,442276
COELBA;FEDERACAO;SALVADOR;BA;SALVADOR;COELBA SUBESTACAO FEDERACAO;-12,9987369;-38,5037936
COELBA;FONTE NOVA;SALVADOR;BA;SALVADOR;COELBA SUBESTACAO FONTE NOVA;-12,9798746;-38,5034866
COELBA;GRACA;SALVADOR;BA;SALVADOR;COELBA SUBESTACAO GRACA;-13,0036742;-38,5204636
COELBA;IMBUI;SALVADOR;BA;SALVADOR;COELBA SUBESTACAO IMBUI;-12,9714818;-38,4268804
COELBA;ITAPAGIPE;SALVADOR;BA;SALVADOR;COELBA SUBESTACAO ITAPAGIPE;-12,9382533;-38,4927783
COELBA;LAPINHA;SALVADOR;BA;SALVADOR;COELBA SUBESTACAO LAPINHA;-12,9539661;-38,4996418
COELBA;LOBATO;SALVADOR;BA;SALVADOR;COELBA SUBESTACAO LOBATO;-12,9095042;-38,4790278
COELBA;MATATU - CHESF;SALVADOR;BA;SALVADOR;COELBA SUBESTACAO MATATU - CHESF;-12,9777061;-38,4840721
COELBA;PATAMARES;SALVADOR;BA;SALVADOR;COELBA SUBESTACAO PATAMARES;-12,9394051;-38,394546
COELBA;PERIPERI;SALVADOR;BA;SALVADOR;COELBA SUBESTACAO PERIPERI;-12,8685268;-38,4670675
COELBA;PITUACU II;SALVADOR;BA;SALVADOR;COELBA SUBESTACAO PITUACU II;-12,9441822;-38,4179319
COELBA;PITUBA;SALVADOR;BA;SALVADOR;COELBA SUBESTACAO PITUBA;-12,9955535;-38,4501004
COELBA;RETIRO;SALVADOR;BA;SALVADOR;COELBA SUBESTACAO RETIRO;-12,9576091;-38,4731965
COELBA;SAO CRISTOVAO;SALVADOR;BA;SALVADOR;COELBA SUBESTACAO SAO CRISTOVAO;-12,9208069;-38,3623739
CEBDIS;AGUAS CLARAS;BRASILIA;DF;BRASILIA;CEBDIS SUBESTACAO AGUAS CLARAS;-15,8479613;-48,0338428
CEBDIS;ASA NORTE;BRASILIA;DF;BRASILIA;CEBDIS SUBESTACAO ASA NORTE;-15,7508476;-47,9344288
CEBDIS;BRASILIA CENTRO;BRASILIA;DF;BRASILIA;CEBDIS SUBESTACAO BRASILIA CENTRO;-15,8099995;-47,9512471
CEBDIS;BRASILIA GERAL;BRASILIA;DF;BRASILIA;CEBDIS SUBESTACAO BRASILIA GERAL;-15,8099995;-47,9512471
CEBDIS;BRAZLANDIA;BRASILIA;DF;BRASILIA;CEBDIS SUBESTACAO BRAZLANDIA;-15,6795074;-48,1888936
CEBDIS;CEILANDIA NORTE;BRASILIA;DF;BRASILIA;CEBDIS SUBESTACAO CEILANDIA NORTE;-15,7802515;-48,1315231
CEBDIS;CEILANDIA SUL;BRASILIA;DF;BRASILIA;CEBDIS SUBESTACAO CEILANDIA SUL;-15,8391623;-48,0940843
CEBDIS;CONTAGEM;BRASILIA;DF;BRASILIA;CEBDIS SUBESTACAO CONTAGEM;-15,889602;-48,1292712
CEBDIS;GAMA;BRASILIA;DF;BRASILIA;CEBDIS SUBESTACAO GAMA;-16,0162594;-48,0640718
CEBDIS;HIPICA;BRASILIA;DF;BRASILIA;CEBDIS SUBESTACAO HIPICA;-15,8407664;-47,9431668
CEBDIS;LAGO NORTE;BRASILIA;DF;BRASILIA;CEBDIS SUBESTACAO LAGO NORTE;-15,7120547;-47,910481
CEBDIS;MANGUEIRAL;BRASILIA;DF;BRASILIA;CEBDIS SUBESTACAO MANGUEIRAL;-15,7905834;-47,8720851
CEBDIS;MONJOLO;BRASILIA;DF;BRASILIA;CEBDIS SUBESTACAO MONJOLO;-15,7869686;-47,9155746
CEBDIS;NUCLEO BANDEIRANTE;BRASILIA;DF;BRASILIA;CEBDIS SUBESTACAO NUCLEO BANDEIRANTE;-15,7869686;-47,9155746
CEBDIS;PAD-JARDIM;BRASILIA;DF;BRASILIA;CEBDIS SUBESTACAO PAD-JARDIM;-15,7120547;-47,910481
CEBDIS;PLANALTINA;BRASILIA;DF;BRASILIA;CEBDIS SUBESTACAO PLANALTINA;-15,7905834;-47,8720851
CEBDIS;RIACHO FUNDO;BRASILIA;DF;BRASILIA;CEBDIS SUBESTACAO RIACHO FUNDO;-15,8825957;-48,0113696
CEBDIS;SAMAMBAIA OESTE;BRASILIA;DF;BRASILIA;CEBDIS SUBESTACAO SAMAMBAIA OESTE;-15,9237375;-48,1722717
CEBDIS;SANTA MARIA;BRASILIA;DF;BRASILIA;CEBDIS SUBESTACAO SANTA MARIA;-15,7869686;-47,9155746
CEBDIS;SOBRADINHO;BRASILIA;DF;BRASILIA;CEBDIS SUBESTACAO SOBRADINHO;-15,6503621;-47,7941029
CEBDIS;SUDOESTE;BRASILIA;DF;BRASILIA;CEBDIS SUBESTACAO SUDOESTE;-15,7120547;-47,910481
CEBDIS;TAGUATINGA;BRASILIA;DF;BRASILIA;CEBDIS SUBESTACAO TAGUATINGA;-15,8479613;-48,0338428
CEBDIS;TAGUATINGA NORTE;BRASILIA;DF;BRASILIA;CEBDIS SUBESTACAO TAGUATINGA NORTE;-15,7802515;-48,1315231
CEBDIS;VALE DO AMANHECER;BRASILIA;DF;BRASILIA;CEBDIS SUBESTACAO VALE DO AMANHECER;-15,7120547;-47,910481
ENEL CE;AGUA FRIA;FORTALEZA;CE;FORTALEZA;ENEL CE SUBESTACAO AGUA FRIA;-3,7270788;-38,5634164
ENEL CE;ALDEOTA;FORTALEZA;CE;FORTALEZA;ENEL CE SUBESTACAO ALDEOTA;-3,7378406;-38,4971273
ENEL CE;BARRA DO CEARA;FORTALEZA;CE;FORTALEZA;ENEL CE SUBESTACAO BARRA DO CEARA;-3,7043459;-38,5787826
ENEL CE;BONSUCESSO;FORTALEZA;CE;FORTALEZA;ENEL CE SUBESTACAO BONSUCESSO;-3,7881315;-38,57649
ENEL CE;CENTRO;FORTALEZA;CE;FORTALEZA;ENEL CE SUBESTACAO CENTRO;-3,7310279;-38,5296293
ENEL CE;DIAS MACEDO;FORTALEZA;CE;FORTALEZA;ENEL CE SUBESTACAO DIAS MACEDO;-3,7855342;-38,5233631
ENEL CE;DISTRITO INDUSTRIAL DE FORTALEZA;FORTALEZA;CE;FORTALEZA;ENEL CE SUBESTACAO DISTRITO INDUSTRIAL DE FORTALEZA;-3,865335;-38,6001386
ENEL CE;MAGUARY;FORTALEZA;CE;FORTALEZA;ENEL CE SUBESTACAO MAGUARY;-3,7270788;-38,5634164
ENEL CE;MESSEJANA;FORTALEZA;CE;FORTALEZA;ENEL CE SUBESTACAO MESSEJANA;-3,8314376;-38,4895827
ENEL CE;MONDUBIM;FORTALEZA;CE;FORTALEZA;ENEL CE SUBESTACAO MONDUBIM;-3,7881315;-38,57649
ENEL CE;MUCURIPE;FORTALEZA;CE;FORTALEZA;ENEL CE SUBESTACAO MUCURIPE;-3,7163436;-38,4756111
ENEL CE;PAPICU;FORTALEZA;CE;FORTALEZA;ENEL CE SUBESTACAO PAPICU;-3,7418242;-38,4732806
ENEL CE;PARAIPABA;FORTALEZA;CE;FORTALEZA;ENEL CE SUBESTACAO PARAIPABA;-3,4706199;-39,1973234
ENEL CE;PARANGABA;FORTALEZA;CE;FORTALEZA;ENEL CE SUBESTACAO PARANGABA;-3,7732814;-38,5627628
ENEL CE;PICI;FORTALEZA;CE;FORTALEZA;ENEL CE SUBESTACAO PICI;-3,7453981;-38,5831291
ENEL CE;PRESIDENTE KENNEDY;FORTALEZA;CE;FORTALEZA;ENEL CE SUBESTACAO PRESIDENTE KENNEDY;-3,7270788;-38,5634164
ENEL CE;TAUAPE;FORTALEZA;CE;FORTALEZA;ENEL CE SUBESTACAO TAUAPE;-3,7536282;-38,5144461
CEMIG-D;BH ADELAIDE;BELO HORIZONTE;MG;BELO HORIZONTE;CEMIG-D SUBESTACAO BH ADELAIDE;-19,9036141;-43,9779208
CEMIG-D;BH ATALAIA;BELO HORIZONTE;MG;BELO HORIZONTE;CEMIG-D SUBESTACAO BH ATALAIA;-19,939318;-44,0159164
CEMIG-D;BH BONSUCESSO;BELO HORIZONTE;MG;BELO HORIZONTE;CEMIG-D SUBESTACAO BH BONSUCESSO;-19,9987236;-43,9927288
CEMIG-D;BH CALAFATE;BELO HORIZONTE;MG;BELO HORIZONTE;CEMIG-D SUBESTACAO BH CALAFATE;-19,9384696;-43,9613017
CEMIG-D;BH CENTRO;BELO HORIZONTE;MG;BELO HORIZONTE;CEMIG-D SUBESTACAO BH CENTRO;-19,9243969;-43,9402195
CEMIG-D;BH CENTRO 2;BELO HORIZONTE;MG;BELO HORIZONTE;CEMIG-D SUBESTACAO BH CENTRO 2;-19,9243969;-43,9402195
CEMIG-D;BH GUTIERREZ;BELO HORIZONTE;MG;BELO HORIZONTE;CEMIG-D SUBESTACAO BH GUTIERREZ;-19,9384696;-43,9613017
CEMIG-D;BH HORTO;BELO HORIZONTE;MG;BELO HORIZONTE;CEMIG-D SUBESTACAO BH HORTO;-19,8968143;-43,9219284
CEMIG-D;BH JATOBA;BELO HORIZONTE;MG;BELO HORIZONTE;CEMIG-D SUBESTACAO BH JATOBA;-19,939318;-44,0159164
CEMIG-D;BH MARACANA;BELO HORIZONTE;MG;BELO HORIZONTE;CEMIG-D SUBESTACAO BH MARACANA;-19,9987236;-43,9927288
CEMIG-D;BH PAMPULHA;BELO HORIZONTE;MG;BELO HORIZONTE;CEMIG-D SUBESTACAO BH PAMPULHA;-19,8269299;-43,9513666
CEMIG-D;BH SANTA EFIGENIA;BELO HORIZONTE;MG;BELO HORIZONTE;CEMIG-D SUBESTACAO BH SANTA EFIGENIA;-19,927249;-43,9128331
CEMIG-D;BH SAO MARCOS;BELO HORIZONTE;MG;BELO HORIZONTE;CEMIG-D SUBESTACAO BH SAO MARCOS;-19,8743674;-43,9112524
CEMIG-D;BH SERRA VERDE;BELO HORIZONTE;MG;BELO HORIZONTE;CEMIG-D SUBESTACAO BH SERRA VERDE;-19,8269299;-43,9513666
CEMIG-D;BH SION;BELO HORIZONTE;MG;BELO HORIZONTE;CEMIG-D SUBESTACAO BH SION;-19,9494985;-43,9393147
AME;APARECIDA;MANAUS;AM;MANAUS;AME SUBESTACAO APARECIDA;-3,1295445;-60,0324264
AME;CACHOEIRINHA;MANAUS;AM;MANAUS;AME SUBESTACAO CACHOEIRINHA;-3,1349146;-60,00873
AME;CIDADE NOVA;MANAUS;AM;MANAUS;AME SUBESTACAO CIDADE NOVA;-3,029674479;-59,96873423
AME;DISTRITO INDUSTRIAL I;MANAUS;AM;MANAUS;AME SUBESTACAO DISTRITO INDUSTRIAL I;-3,1248743;-59,970728
AME;DISTRITO INDUSTRIAL II;MANAUS;AM;MANAUS;AME SUBESTACAO DISTRITO INDUSTRIAL II;-3,1248743;-59,970728
AME;FLORES;MANAUS;AM;MANAUS;AME SUBESTACAO FLORES;-3,0982959;-60,0237087
AME;MARAPATA;MANAUS;AM;MANAUS;AME SUBESTACAO MARAPATA;-3,132870909;-59,98347534
AME;MAUA;MANAUS;AM;MANAUS;AME SUBESTACAO MAUA;-3,1166127;-59,9299136
AME;PONTA NEGRA;MANAUS;AM;MANAUS;AME SUBESTACAO PONTA NEGRA;-3,0582835;-59,9478721
AME;REDENCAO;MANAUS;AM;MANAUS;AME SUBESTACAO REDENCAO;-3,0982959;-60,0237087
AME;SANTO ANTONIO;MANAUS;AM;MANAUS;AME SUBESTACAO SANTO ANTONIO;-3,0298546;-60,0180089
AME;SAO JOSE;MANAUS;AM;MANAUS;AME SUBESTACAO SAO JOSE;-3,0582835;-59,9478721
AME;SERINGAL MIRIM;MANAUS;AM;MANAUS;AME SUBESTACAO SERINGAL MIRIM;-3,1145731;-60,0237345
COPEL-DIS;AGUA VERDE;CURITIBA;PR;CURITIBA;COPEL-DIS SUBESTACAO AGUA VERDE;-25,4662943;-49,2838458
COPEL-DIS;ALTO DA GLORIA;CURITIBA;PR;CURITIBA;COPEL-DIS SUBESTACAO ALTO DA GLORIA;-25,4214538;-49,2555201
COPEL-DIS;ATUBA;CURITIBA;PR;CURITIBA;COPEL-DIS SUBESTACAO ATUBA;-25,3928101;-49,1971601
COPEL-DIS;BACACHERI;CURITIBA;PR;CURITIBA;COPEL-DIS SUBESTACAO BACACHERI;-25,396954;-49,2473092
COPEL-DIS;BAIRRO ALTO;CURITIBA;PR;CURITIBA;COPEL-DIS SUBESTACAO BAIRRO ALTO;-25,4095783;-49,2175566
COPEL-DIS;BARIGUI;CURITIBA;PR;CURITIBA;COPEL-DIS SUBESTACAO BARIGUI;-25,5541225;-49,308497
COPEL-DIS;BATEL;CURITIBA;PR;CURITIBA;COPEL-DIS SUBESTACAO BATEL;-25,4305139;-49,2790212
COPEL-DIS;BOM RETIRO;CURITIBA;PR;CURITIBA;COPEL-DIS SUBESTACAO BOM RETIRO;-25,4044921;-49,2703985
COPEL-DIS;BOQUEIRAO;CURITIBA;PR;CURITIBA;COPEL-DIS SUBESTACAO BOQUEIRAO;-25,4910263;-49,2317951
COPEL-DIS;CAMPINA DO SIQUEIRA;CURITIBA;PR;CURITIBA;COPEL-DIS SUBESTACAO CAMPINA DO SIQUEIRA;-25,4404177;-49,315003
COPEL-DIS;CAMPO COMPRIDO;CURITIBA;PR;CURITIBA;COPEL-DIS SUBESTACAO CAMPO COMPRIDO;-25,4317588;-49,3395767
COPEL-DIS;CENTRO;CURITIBA;PR;CURITIBA;COPEL-DIS SUBESTACAO CENTRO;-25,4305139;-49,2790212
COPEL-DIS;CIDADE INDUSTRIAL;CURITIBA;PR;CURITIBA;COPEL-DIS SUBESTACAO CIDADE INDUSTRIAL;-25,5541225;-49,308497
COPEL-DIS;HAUER;CURITIBA;PR;CURITIBA;COPEL-DIS SUBESTACAO HAUER;-25,4910263;-49,2317951
COPEL-DIS;JARDIM DAS AMERICAS;CURITIBA;PR;CURITIBA;COPEL-DIS SUBESTACAO JARDIM DAS AMERICAS;-25,4305139;-49,2790212
COPEL-DIS;MERCES;CURITIBA;PR;CURITIBA;COPEL-DIS SUBESTACAO MERCES;-25,4234499;-49,2907341
COPEL-DIS;NOVO MUNDO;CURITIBA;PR;CURITIBA;COPEL-DIS SUBESTACAO NOVO MUNDO;-25,4904835;-49,2945539
COPEL-DIS;PAROLIN;CURITIBA;PR;CURITIBA;COPEL-DIS SUBESTACAO PAROLIN;-25,4627304;-49,259365
COPEL-DIS;PILARZINHO;CURITIBA;PR;CURITIBA;COPEL-DIS SUBESTACAO PILARZINHO;-25,3725376;-49,2755775
COPEL-DIS;PINHEIRINHO;CURITIBA;PR;CURITIBA;COPEL-DIS SUBESTACAO PINHEIRINHO;-25,5541225;-49,308497
COPEL-DIS;SANTA FELICIDADE;CURITIBA;PR;CURITIBA;COPEL-DIS SUBESTACAO SANTA FELICIDADE;-25,4305139;-49,2790212
COPEL-DIS;SANTA QUITERIA;CURITIBA;PR;CURITIBA;COPEL-DIS SUBESTACAO SANTA QUITERIA;-25,4626068;-49,3071921
COPEL-DIS;SANTA QUITERIA;CURITIBA;PR;CURITIBA;COPEL-DIS SUBESTACAO SANTA QUITERIA;-25,4626068;-49,3071921
