Distribuidora;Conjunto;Municipio;Estado;MUNICÍPIO_R;Endereco;LAT_SUB;LONG_SUB
CELG-D;ITABERAI S1;ITABERAI;GO;ITABERAI;CELG-D SUBESTACAO ITABERAI S1;-16,0445479;-49,788537
CELG-D;ITABERAI S2;ITABERAI;GO;ITABERAI;CELG-D SUBESTACAO ITABERAI S2;-16,0269866;-49,8016783
EMT;JUINA;JUINA;MT;JUINA;EMT SUBESTACAO JUINA;-11,2925659;-58,7419543
EMT;JUINA_34,5KV;JUINA;MT;JUINA;EMT SUBESTACAO JUINA_34,5KV;-11,37;-58,74
EQUATORIAL PA;TOME-ACU;TOME-ACU;PA;TOME-ACU;EQUATORIAL PA SUBESTACAO TOME-ACU;-1,953546;-48,212751
EQUATORIAL PA;VILA CONCORDIA I;TOME-ACU;PA;TOME-ACU;EQUATORIAL PA SUBESTACAO VILA CONCORDIA I;-2,41;-48,15
EQUATORIAL PA;VILA CONCORDIA II;TOME-ACU;PA;TOME-ACU;EQUATORIAL PA SUBESTACAO VILA CONCORDIA II;-2,41;-48,15
COELBA;DOM JOAO;SAO FRANCISCO DO CONDE;BA;SAO FRANCISCO DO CONDE;COELBA SUBESTACAO DOM JOAO;-12,6035124;-38,6378988
COELBA;MATARIPE;SAO FRANCISCO DO CONDE;BA;SAO FRANCISCO DO CONDE;COELBA SUBESTACAO MATARIPE;-12,6835665;-38,5645518
EQUATORIAL MA;ITAPECURU MIRIM;ITAPECURU MIRIM;MA;ITAPECURU MIRIM;EQUATORIAL MA SUBESTACAO ITAPECURU MIRIM;-3,4531244;-44,767943
EMT;NOVA MUTUM;NOVA MUTUM;MT;NOVA MUTUM;EMT SUBESTACAO NOVA MUTUM;-13,8186;-56,0858134
CEMIG-D;MACHADO 2;MACHADO;MG;MACHADO;CEMIG-D SUBESTACAO MACHADO 2;-21,1163763;-45,569454
CEMIG-D;UH MACHADO MINEIRO;MACHADO;MG;MACHADO;CEMIG-D SUBESTACAO UH MACHADO MINEIRO;-21,7083387;-45,2526645
EQUATORIAL PA;BENEVIDES;BENEVIDES;PA;BENEVIDES;EQUATORIAL PA SUBESTACAO BENEVIDES;-1,3577725;-48,2598238
CEEE-D;ELDORADO DO SUL;ELDORADO DO SUL;RS;ELDORADO DO SUL;CEEE-D SUBESTACAO ELDORADO DO SUL;-30,0000594;-51,3078828
ENEL RJ;TAMOIOS;CASIMIRO DE ABREU;RJ;CASIMIRO DE ABREU;ENEL RJ SUBESTACAO TAMOIOS;-22,6238785;-42,0044504
EMG;VISCONDE DO RIO BRANCO 1;VISCONDE DO RIO BRANCO;MG;VISCONDE DO RIO BRANCO;EMG SUBESTACAO VISCONDE DO RIO BRANCO 1;-21,0114922;-42,8386068
EMG;VISCONDE DO RIO BRANCO 2;VISCONDE DO RIO BRANCO;MG;VISCONDE DO RIO BRANCO;EMG SUBESTACAO VISCONDE DO RIO BRANCO 2;-21,0114922;-42,8386068
CERPRO;CERPRO;PROMISSAO;SP;PROMISSAO;CERPRO SUBESTACAO CERPRO;-21,5384798;-49,8522735
CPFL-PAULISTA;PROMISSAO 1;PROMISSAO;SP;PROMISSAO;CPFL-PAULISTA SUBESTACAO PROMISSAO 1;-21,5417919;-49,8433046
EQUATORIAL PA;RIO VERMELHO;XINGUARA;PA;XINGUARA;EQUATORIAL PA SUBESTACAO RIO VERMELHO;-6,5355068;-49,410825
EQUATORIAL PA;XINGUARA I;XINGUARA;PA;XINGUARA;EQUATORIAL PA SUBESTACAO XINGUARA I;-1,4076185;-48,3630085
EQUATORIAL PA;XINGUARA II;XINGUARA;PA;XINGUARA;EQUATORIAL PA SUBESTACAO XINGUARA II;-1,4076185;-48,3630085
CPFL-PAULISTA;CRAVINHOS 1;CRAVINHOS;SP;CRAVINHOS;CPFL-PAULISTA SUBESTACAO CRAVINHOS 1;-21,3391718;-47,7297706
RGE SUL;ITAQUI;ITAQUI;RS;ITAQUI;RGE SUL SUBESTACAO ITAQUI;-29,1298726;-56,5434004
COSERN;SANTA CRUZ;SANTA CRUZ;RN;SANTA CRUZ;COSERN SUBESTACAO SANTA CRUZ;-6,2370027;-36,0365496
EQUATORIAL AL;PILAR;PILAR;AL;PILAR;EQUATORIAL AL SUBESTACAO PILAR;-9,5943055;-35,9689198
CELESC-DIS;GUARAMIRIM;GUARAMIRIM;SC;GUARAMIRIM;CELESC-DIS SUBESTACAO GUARAMIRIM;-26,4735989;-49,0326042
CELESC-DIS;GUARAMIRIM DIST;GUARAMIRIM;SC;GUARAMIRIM;CELESC-DIS SUBESTACAO GUARAMIRIM DIST;-26,4735989;-49,0326042
CEMIG-D;VARZEA DA PALMA 1;VARZEA DA PALMA;MG;VARZEA DA PALMA;CEMIG-D SUBESTACAO VARZEA DA PALMA 1;-17,592512;-44,7353307
CEMIG-D;ALMENARA;ALMENARA;MG;ALMENARA;CEMIG-D SUBESTACAO ALMENARA;-16,1817119;-40,6956493
CEMIG-D;MATOZINHOS;MATOZINHOS;MG;MATOZINHOS;CEMIG-D SUBESTACAO MATOZINHOS;-19,5385055;-44,0775527
ESS;ADAMANTINA;ADAMANTINA;SP;ADAMANTINA;ESS SUBESTACAO ADAMANTINA;-21,6868414;-51,0744285
ENEL CE;MORADA NOVA;MORADA NOVA;CE;MORADA NOVA;ENEL CE SUBESTACAO MORADA NOVA;-5,1064033;-38,3721129
EQUATORIAL PA;CONCEICAO DO ARAGUAIA;CONCEICAO DO ARAGUAIA;PA;CONCEICAO DO ARAGUAIA;EQUATORIAL PA SUBESTACAO CONCEICAO DO ARAGUAIA;-8,2744225;-49,2734564
CEMIG-D;BOA ESPERANCA 2;BOA ESPERANCA;MG;BOA ESPERANCA;CEMIG-D SUBESTACAO BOA ESPERANCA 2;-21,1163763;-45,569454
COELBA;RIBEIRA DO POMBAL;RIBEIRA DO POMBAL;BA;RIBEIRA DO POMBAL;COELBA SUBESTACAO RIBEIRA DO POMBAL;-10,8509192;-38,529504
CEMIG-D;ILHA DOS POMBOS;ALEM PARAIBA;MG;ALEM PARAIBA;CEMIG-D SUBESTACAO ILHA DOS POMBOS;-21,8438371;-42,5793745
EMG;ALEM PARAIBA;ALEM PARAIBA;MG;ALEM PARAIBA;EMG SUBESTACAO ALEM PARAIBA;-21,878205;-42,6928707
EQUATORIAL PA;NOVO REPARTIMENTO;NOVO REPARTIMENTO;PA;NOVO REPARTIMENTO;EQUATORIAL PA SUBESTACAO NOVO REPARTIMENTO;-4,24164;-49,9365425
CPFL-PAULISTA;JOSE BONIFACIO 1;JOSE BONIFACIO;SP;JOSE BONIFACIO;CPFL-PAULISTA SUBESTACAO JOSE BONIFACIO 1;-21,0640369;-49,6793689
COPEL-DIS;MATINHOS;MATINHOS;PR;MATINHOS;COPEL-DIS SUBESTACAO MATINHOS;-25,8259601;-48,5438991
COPEL-DIS;MANDAGUARI;MANDAGUARI;PR;MANDAGUARI;COPEL-DIS SUBESTACAO MANDAGUARI;-23,5086329;-51,6794451
CPFL-PAULISTA;BARIRI 1;BARIRI;SP;BARIRI;CPFL-PAULISTA SUBESTACAO BARIRI 1;-22,0761237;-48,7267089
ETO;COLINAS TOCANTINS;COLINAS DO TOCANTINS;TO;COLINAS DO TOCANTINS;ETO SUBESTACAO COLINAS TOCANTINS;-7,9709526;-48,456499
CERON;PIMENTA BUENO;PIMENTA BUENO;RO;PIMENTA BUENO;CERON SUBESTACAO PIMENTA BUENO;-11,6978986;-61,1702817
CPFL-PAULISTA;IBATE 1;IBATE;SP;IBATE;CPFL-PAULISTA SUBESTACAO IBATE 1;-21,953902;-47,9990234
CEMIG-D;SAO GOTARDO 1;SAO GOTARDO;MG;SAO GOTARDO;CEMIG-D SUBESTACAO SAO GOTARDO 1;-19,3225835;-46,055227
ELEKTRO;ILHABELA;ILHABELA;SP;ILHABELA;ELEKTRO SUBESTACAO ILHABELA;-23,8153256;-45,366395
CELPE;CATENDE;CATENDE;PE;CATENDE;CELPE SUBESTACAO CATENDE;-8,6663751;-35,7280769
CPFL-PAULISTA;RIO DAS PEDRAS 1;RIO DAS PEDRAS;SP;RIO DAS PEDRAS;CPFL-PAULISTA SUBESTACAO RIO DAS PEDRAS 1;-22,84;-47,6
COELBA;CAETITE;CAETITE;BA;CAETITE;COELBA SUBESTACAO CAETITE;-14,0575933;-42,4936294
COPEL-DIS;GUARATUBA;GUARATUBA;PR;GUARATUBA;COPEL-DIS SUBESTACAO GUARATUBA;-25,8875229;-48,580584
CELPE;BOM CONSELHO;BOM CONSELHO;PE;BOM CONSELHO;CELPE SUBESTACAO BOM CONSELHO;-9,1640881;-36,6917627
ENEL RJ;SANTO ANTONIO DE PADUA;SANTO ANTONIO DE PADUA;RJ;SANTO ANTONIO DE PADUA;ENEL RJ SUBESTACAO SANTO ANTONIO DE PADUA;-21,5386468;-42,1820665
ELEKTRO;SANTA CRUZ DAS PALMEIRAS;SANTA CRUZ DAS PALMEIRAS;SP;SANTA CRUZ DAS PALMEIRAS;ELEKTRO SUBESTACAO SANTA CRUZ DAS PALMEIRAS;-21,8196945;-47,2615364
ELEKTRO;AGUAI;AGUAI;SP;AGUAI;ELEKTRO SUBESTACAO AGUAI;-22,0604066;-46,9784099
ENEL CE;LIMOEIRO DO NORTE;LIMOEIRO DO NORTE;CE;LIMOEIRO DO NORTE;ENEL CE SUBESTACAO LIMOEIRO DO NORTE;-5,1503561;-38,0995663
CELESC-DIS;ARAQUARI;ARAQUARI;SC;ARAQUARI;CELESC-DIS SUBESTACAO ARAQUARI;-26,380326;-48,7233955
CEMIG-D;BRUMADINHO;BRUMADINHO;MG;BRUMADINHO;CEMIG-D SUBESTACAO BRUMADINHO;-20,14684;-44,2176393
CEMIG-D;SALINAS;SALINAS;MG;SALINAS;CEMIG-D SUBESTACAO SALINAS;-16,1767202;-42,2855984
EMT;CAMPO VERDE;CAMPO VERDE;MT;CAMPO VERDE;EMT SUBESTACAO CAMPO VERDE;-15,5491355;-55,171734
EMT;CAMPO VERDE 34,5KV;CAMPO VERDE;MT;CAMPO VERDE;EMT SUBESTACAO CAMPO VERDE 34,5KV;-15,54;-55,16
ENEL CE;TAUA;TAUA;CE;TAUA;ENEL CE SUBESTACAO TAUA;-5,9917551;-40,2952449
CELPE;SAO BENTO DO UNA;SAO BENTO DO UNA;PE;SAO BENTO DO UNA;CELPE SUBESTACAO SAO BENTO DO UNA;-8,5169515;-36,4355812
CELG-D;GOIATUBA S1;GOIATUBA;GO;GOIATUBA;CELG-D SUBESTACAO GOIATUBA S1;-18,0072261;-49,3558975
CELG-D;GOIATUBA S2;GOIATUBA;GO;GOIATUBA;CELG-D SUBESTACAO GOIATUBA S2;-18,0072261;-49,3558975
CELESC-DIS;FRAIBURGO;FRAIBURGO;SC;FRAIBURGO;CELESC-DIS SUBESTACAO FRAIBURGO;-27,020092;-50,9238028
ENEL RJ;BUZIOS;ARMACAO DOS BUZIOS;RJ;ARMACAO DOS BUZIOS;ENEL RJ SUBESTACAO BUZIOS;-22,7786923;-41,9232803
COPEL-DIS;DOIS VIZINHOS;DOIS VIZINHOS;PR;DOIS VIZINHOS;COPEL-DIS SUBESTACAO DOIS VIZINHOS;-25,7491453;-53,0518273
EQUATORIAL MA;PRESIDENTE DUTRA;PRESIDENTE DUTRA;MA;PRESIDENTE DUTRA;EQUATORIAL MA SUBESTACAO PRESIDENTE DUTRA;-5,2804386;-44,5000366
CPFL-PAULISTA;BARRINHA 1;BARRINHA;SP;BARRINHA;CPFL-PAULISTA SUBESTACAO BARRINHA 1;-21,1876296;-48,1466979
EMS;COXIM;COXIM;MS;COXIM;EMS SUBESTACAO COXIM;-18,5037389;-54,7382261
ENEL RJ;MAMBUCABA;PARATY;RJ;PARATY;ENEL RJ SUBESTACAO MAMBUCABA;-23,0287646;-44,542913
RGE;GRAMADO;GRAMADO;RS;GRAMADO;RGE SUBESTACAO GRAMADO;-29,4012843;-50,8706326
RGE SUL;GRAMADO;GRAMADO;RS;GRAMADO;RGE SUL SUBESTACAO GRAMADO;-29,4012843;-50,8706326
EDP ES;BARRA DE SAO FRANCISCO;BARRA DE SAO FRANCISCO;ES;BARRA DE SAO FRANCISCO;EDP ES SUBESTACAO BARRA DE SAO FRANCISCO;-18,5414199;-40,8177307
EDP ES;PAULISTA;BARRA DE SAO FRANCISCO;ES;BARRA DE SAO FRANCISCO;EDP ES SUBESTACAO PAULISTA;-18,5414199;-40,8177307
EDP ES;TRES BARRAS;BARRA DE SAO FRANCISCO;ES;BARRA DE SAO FRANCISCO;EDP ES SUBESTACAO TRES BARRAS;-18,5414199;-40,8177307
CPFL-PAULISTA;MORRO AGUDO 1;MORRO AGUDO;SP;MORRO AGUDO;CPFL-PAULISTA SUBESTACAO MORRO AGUDO 1;-20,7185006;-48,0496045
COPEL-DIS;LAPA;LAPA;PR;LAPA;COPEL-DIS SUBESTACAO LAPA;-25,7490434;-49,7208154
COELBA;EUCLIDES DA CUNHA;EUCLIDES DA CUNHA;BA;EUCLIDES DA CUNHA;COELBA SUBESTACAO EUCLIDES DA CUNHA;-10,5145151;-39,0101103
CERMISSOES;FRONTEIRA;SAO LUIZ GONZAGA;RS;SAO LUIZ GONZAGA;CERMISSOES SUBESTACAO FRONTEIRA;-28,3901189;-54,9571295
RGE;SAO LUIZ GONZAGA;SAO LUIZ GONZAGA;RS;SAO LUIZ GONZAGA;RGE SUBESTACAO SAO LUIZ GONZAGA;-28,4060589;-54,9428851
RGE SUL;SAO LUIZ GONZAGA;SAO LUIZ GONZAGA;RS;SAO LUIZ GONZAGA;RGE SUL SUBESTACAO SAO LUIZ GONZAGA;-28,4060589;-54,9428851
EQUATORIAL MA;PEDREIRAS;PEDREIRAS;MA;PEDREIRAS;EQUATORIAL MA SUBESTACAO PEDREIRAS;-5,2804386;-44,5000366
CELPE;ORATORIO;ITAMBE;PE;ITAMBE;CELPE SUBESTACAO ORATORIO;-7,7792577;-34,9011285
EMT;CAMPO NOVO PARECIS - NOVA;CAMPO NOVO DO PARECIS;MT;CAMPO NOVO DO PARECIS;EMT SUBESTACAO CAMPO NOVO PARECIS - NOVA;-13,6560133;-57,9034508
EMT;ITANORTE;CAMPO NOVO DO PARECIS;MT;CAMPO NOVO DO PARECIS;EMT SUBESTACAO ITANORTE;-14,3193287;-57,9649479
CELESC-DIS;TIJUCAS;TIJUCAS;SC;TIJUCAS;CELESC-DIS SUBESTACAO TIJUCAS;-27,2433268;-48,6322154
EEB;EXTREMA;EXTREMA;MG;EXTREMA;EEB SUBESTACAO EXTREMA;-22,8793779;-46,3594039
ESS;EXTREMA;EXTREMA;MG;EXTREMA;ESS SUBESTACAO EXTREMA;-22,8793779;-46,3594039
ELEKTRO;SANTA FE DO SUL;SANTA FE DO SUL;SP;SANTA FE DO SUL;ELEKTRO SUBESTACAO SANTA FE DO SUL;-20,212951;-50,9101487
COPEL-DIS;GUAIRA;GUAIRA;PR;GUAIRA;COPEL-DIS SUBESTACAO GUAIRA;-24,0923609;-54,264217
COPEL-DIS;ASSIS CHATEAUBRIAND;ASSIS CHATEAUBRIAND;PR;ASSIS CHATEAUBRIAND;COPEL-DIS SUBESTACAO ASSIS CHATEAUBRIAND;-24,4079607;-53,5139818
COPEL-DIS;JAGUARIAIVA;JAGUARIAIVA;PR;JAGUARIAIVA;COPEL-DIS SUBESTACAO JAGUARIAIVA;-24,2495469;-49,7060765
EQUATORIAL PA;TUCUMA I;TUCUMA;PA;TUCUMA;EQUATORIAL PA SUBESTACAO TUCUMA I;-2,6167786;-54,6761441
EQUATORIAL PA;TUCUMA II;TUCUMA;PA;TUCUMA;EQUATORIAL PA SUBESTACAO TUCUMA II;-6,74;-51,16
ENEL RJ;SAO FIDELIS;SAO FIDELIS;RJ;SAO FIDELIS;ENEL RJ SUBESTACAO SAO FIDELIS;-21,646986;-41,7503318
CPFL-PAULISTA;GUARARAPES 1;GUARARAPES;SP;GUARARAPES;CPFL-PAULISTA SUBESTACAO GUARARAPES 1;-21,2574424;-50,634346
ELETROPAULO;GUAIANAZES;GUARARAPES;SP;GUARARAPES;ELETROPAULO SUBESTACAO GUAIANAZES;-23,5270551;-46,6706651
EMS;RIO BRILHANTE;RIO BRILHANTE;MS;RIO BRILHANTE;EMS SUBESTACAO RIO BRILHANTE;-21,7998578;-54,5451548
EMS;RIO BRILHANTE RURAL;RIO BRILHANTE;MS;RIO BRILHANTE;EMS SUBESTACAO RIO BRILHANTE RURAL;-21,7789461;-54,5367747
RGE SUL;DOIS IRMAOS;DOIS IRMAOS;RS;DOIS IRMAOS;RGE SUL SUBESTACAO DOIS IRMAOS;-29,5897857;-51,1075502
CPFL-PAULISTA;DESCALVADO 1;DESCALVADO;SP;DESCALVADO;CPFL-PAULISTA SUBESTACAO DESCALVADO 1;-21,9154771;-47,6193803
CERMISSOES;MISSOES;PALMEIRA DAS MISSOES;RS;PALMEIRA DAS MISSOES;CERMISSOES SUBESTACAO MISSOES;-27,8995713;-53,3142115
RGE;PALMEIRA DAS MISSOES;PALMEIRA DAS MISSOES;RS;PALMEIRA DAS MISSOES;RGE SUBESTACAO PALMEIRA DAS MISSOES;-27,885084;-53,3100645
RGE SUL;PALMEIRA DAS MISSOES;PALMEIRA DAS MISSOES;RS;PALMEIRA DAS MISSOES;RGE SUL SUBESTACAO PALMEIRA DAS MISSOES;-27,885084;-53,3100645
EQUATORIAL MA;LAGO DA PEDRA;LAGO DA PEDRA;MA;LAGO DA PEDRA;EQUATORIAL MA SUBESTACAO LAGO DA PEDRA;-4,569549;-45,1152839
ENEL CE;UMARITUBA;SAO GONCALO DO AMARANTE;CE;SAO GONCALO DO AMARANTE;ENEL CE SUBESTACAO UMARITUBA;-3,6712688;-38,9690725
CEMIG-D;ANDRADAS 2;ANDRADAS;MG;ANDRADAS;CEMIG-D SUBESTACAO ANDRADAS 2;-22,0719307;-46,5745027
CELG-D;IPORA;IPORA;GO;IPORA;CELG-D SUBESTACAO IPORA;-16,4399565;-51,1223286
CPFL-PAULISTA;SAO PEDRO 1;SAO PEDRO;SP;SAO PEDRO;CPFL-PAULISTA SUBESTACAO SAO PEDRO 1;-22,5605317;-47,8969661
CELESC-DIS;PORTO UNIAO DIST.;PORTO UNIAO;SC;PORTO UNIAO;CELESC-DIS SUBESTACAO PORTO UNIAO DIST.;-26,2628802;-51,0360404
ESS;OSVALDO CRUZ;OSVALDO CRUZ;SP;OSVALDO CRUZ;ESS SUBESTACAO OSVALDO CRUZ;-21,7940883;-50,8926963
COPEL-DIS;SAO MATEUS DO SUL;SAO MATEUS DO SUL;PR;SAO MATEUS DO SUL;COPEL-DIS SUBESTACAO SAO MATEUS DO SUL;-25,8704984;-50,3799273
COELBA;BOQUIRA;BOQUIRA;BA;BOQUIRA;COELBA SUBESTACAO BOQUIRA;-12,8223478;-42,7266821
ENEL RJ;ITATIAIA;ITATIAIA;RJ;ITATIAIA;ENEL RJ SUBESTACAO ITATIAIA;-22,4902846;-44,5559227
ENEL RJ;TANGUA;TANGUA;RJ;TANGUA;ENEL RJ SUBESTACAO TANGUA;-22,739649;-42,746666
CETRIL;CETRIL;IBIUNA;SP;IBIUNA;CETRIL SUBESTACAO CETRIL;-23,6596302;-47,2228571
CETRIL;CETRIL;IBIUNA;SP;IBIUNA;CETRIL SUBESTACAO CETRIL;-23,6596302;-47,2228571
CPFL- PIRATININGA;IBIUNA;IBIUNA;SP;IBIUNA;CPFL- PIRATININGA SUBESTACAO IBIUNA;-23,6570314;-47,2247449
CELPE;ITAPARICA;JATOBA;PE;JATOBA;CELPE SUBESTACAO ITAPARICA;-9,1522884;-38,297287
EQUATORIAL PA;ALENQUER I;ALENQUER;PA;ALENQUER;EQUATORIAL PA SUBESTACAO ALENQUER I;-2,6167786;-54,6761441
EQUATORIAL PA;ALENQUER II;ALENQUER;PA;ALENQUER;EQUATORIAL PA SUBESTACAO ALENQUER II;-2,6167786;-54,6761441
ENEL RJ;ARRAIAL DO CABO;ARRAIAL DO CABO;RJ;ARRAIAL DO CABO;ENEL RJ SUBESTACAO ARRAIAL DO CABO;-22,9680532;-42,024594
CERON;OURO PRETO;OURO PRETO DO OESTE;RO;OURO PRETO DO OESTE;CERON SUBESTACAO OURO PRETO;-10,7383239;-62,2455921
CELPE;AFOGADOS DA INGAZEIRA;AFOGADOS DA INGAZEIRA;PE;AFOGADOS DA INGAZEIRA;CELPE SUBESTACAO AFOGADOS DA INGAZEIRA;-7,7627236;-37,634705
CELESC-DIS;CAMPOS NOVOS;CAMPOS NOVOS;SC;CAMPOS NOVOS;CELESC-DIS SUBESTACAO CAMPOS NOVOS;-27,4082889;-51,230551
ENEL CE;ICO;ICO;CE;ICO;ENEL CE SUBESTACAO ICO;-6,4058884;-38,8623694
ELFSM;SAO GABRIEL;SAO GABRIEL DA PALHA;ES;SAO GABRIEL DA PALHA;ELFSM SUBESTACAO SAO GABRIEL;-19,020825;-40,5342558
COPEL-DIS;BANDEIRANTES;BANDEIRANTES;PR;BANDEIRANTES;COPEL-DIS SUBESTACAO BANDEIRANTES;-23,1001142;-50,3700541
CELPE;LAJEDO;LAJEDO;PE;LAJEDO;CELPE SUBESTACAO LAJEDO;-8,6615935;-36,3225218
CEEE-D;SANTO ANTONIO;SANTO ANTONIO DA PATRULHA;RS;SANTO ANTONIO DA PATRULHA;CEEE-D SUBESTACAO SANTO ANTONIO;-29,8329611;-50,5224581
EQUATORIAL PI;ALTOS;ALTOS;PI;ALTOS;EQUATORIAL PI SUBESTACAO ALTOS;-5,0389326;-42,4536578
CELPE;SAO CAETANO;SAO CAITANO;PE;SAO CAITANO;CELPE SUBESTACAO SAO CAETANO;-8,3346198;-36,1543704
EQUATORIAL PA;MOJU;MOJU;PA;MOJU;EQUATORIAL PA SUBESTACAO MOJU;-1,9722276;-48,9657523
COPEL-DIS;MARIALVA;MARIALVA;PR;MARIALVA;COPEL-DIS SUBESTACAO MARIALVA;-23,4834736;-51,7924036
COPEL-DIS;IVAIPORA;IVAIPORA;PR;IVAIPORA;COPEL-DIS SUBESTACAO IVAIPORA;-24,2376395;-51,6706412
EQUATORIAL PA;PORTEL;PORTEL;PA;PORTEL;EQUATORIAL PA SUBESTACAO PORTEL;-1,6764287;-50,4811172
EQUATORIAL MA;ZE DOCA;ZE DOCA;MA;ZE DOCA;EQUATORIAL MA SUBESTACAO ZE DOCA;-3,2843167;-45,6585553
ENEL CE;BREJO SANTO;BREJO SANTO;CE;BREJO SANTO;ENEL CE SUBESTACAO BREJO SANTO;-7,4725833;-38,9786125
CELPE;NAZARE DA MATA;NAZARE DA MATA;PE;NAZARE DA MATA;CELPE SUBESTACAO NAZARE DA MATA;-7,7464026;-35,2366579
EPB;SAO BENTO;SAO BENTO;PB;SAO BENTO;EPB SUBESTACAO SAO BENTO;-6,4961014;-37,4500706
ENEL CE;ACARAU;ACARAU;CE;ACARAU;ENEL CE SUBESTACAO ACARAU;-2,8834842;-40,120638
ENEL CE;BAIXO ACARAU II;ACARAU;CE;ACARAU;ENEL CE SUBESTACAO BAIXO ACARAU II;-2,8834842;-40,120638
CELESC-DIS;RIO NEGRO;RIO NEGRO;PR;RIO NEGRO;CELESC-DIS SUBESTACAO RIO NEGRO;-26,0834149;-49,7742274
CPFL-PAULISTA;SOCORRO 1;SOCORRO;SP;SOCORRO;CPFL-PAULISTA SUBESTACAO SOCORRO 1;-22,573816;-46,5489168
EQUATORIAL MA;SAO MATEUS;SAO MATEUS DO MARANHAO;MA;SAO MATEUS DO MARANHAO;EQUATORIAL MA SUBESTACAO SAO MATEUS;-4,03;-44,47
COELBA;AMARGOSA;AMARGOSA;BA;AMARGOSA;COELBA SUBESTACAO AMARGOSA;-13,0296913;-39,5929704
EMT;BARRA DO BUGRES;BARRA DO BUGRES;MT;BARRA DO BUGRES;EMT SUBESTACAO BARRA DO BUGRES;-15,0646127;-57,1783485
EQUATORIAL MA;ESTREITO;ESTREITO;MA;ESTREITO;EQUATORIAL MA SUBESTACAO ESTREITO;-6,56;-47,45
COELBA;SAO ROQUE;MARAGOGIPE;BA;MARAGOGIPE;COELBA SUBESTACAO SAO ROQUE;-12,8629967;-38,8510751
COSERN;PAU FERROS;PAU DOS FERROS;RN;PAU DOS FERROS;COSERN SUBESTACAO PAU FERROS;-6,1295334;-38,2090651
EMS;AMAMBAI;AMAMBAI;MS;AMAMBAI;EMS SUBESTACAO AMAMBAI;-23,1057221;-55,220345
EQUATORIAL AL;SANTANA DO IPANEMA;SANTANA DO IPANEMA;AL;SANTANA DO IPANEMA;EQUATORIAL AL SUBESTACAO SANTANA DO IPANEMA;-9,7703342;-36,087222
CEEE-D;PORTO ALEGRE 1;PORTO ALEGRE;RS;PORTAO;CEEE-D SUBESTACAO PORTO ALEGRE 1;-29,7;-51,24
CEEE-D;PORTO ALEGRE 10;PORTO ALEGRE;RS;PORTAO;CEEE-D SUBESTACAO PORTO ALEGRE 10;-30,0068093;-51,1985867
CEEE-D;PORTO ALEGRE 12;PORTO ALEGRE;RS;PORTAO;CEEE-D SUBESTACAO PORTO ALEGRE 12;-30,0422886;-51,1727335
CEEE-D;PORTO ALEGRE 13;PORTO ALEGRE;RS;PORTAO;CEEE-D SUBESTACAO PORTO ALEGRE 13;-29,7;-51,24
CEEE-D;PORTO ALEGRE 14;PORTO ALEGRE;RS;PORTAO;CEEE-D SUBESTACAO PORTO ALEGRE 14;-29,7;-51,24
CEEE-D;PORTO ALEGRE 16;PORTO ALEGRE;RS;PORTAO;CEEE-D SUBESTACAO PORTO ALEGRE 16;-29,7;-51,24
CEEE-D;PORTO ALEGRE 18;PORTO ALEGRE;RS;PORTAO;CEEE-D SUBESTACAO PORTO ALEGRE 18;-29,7;-51,24
CEEE-D;PORTO ALEGRE 2;PORTO ALEGRE;RS;PORTAO;CEEE-D SUBESTACAO PORTO ALEGRE 2;-30,0068093;-51,1985867
CEEE-D;PORTO ALEGRE 3;PORTO ALEGRE;RS;PORTAO;CEEE-D SUBESTACAO PORTO ALEGRE 3;-30,058725;-51,208602
CEEE-D;PORTO ALEGRE 4 - CENTRO;PORTO ALEGRE;RS;PORTAO;CEEE-D SUBESTACAO PORTO ALEGRE 4 - CENTRO;-30,0468844;-51,227852
CEEE-D;PORTO ALEGRE 5;PORTO ALEGRE;RS;PORTAO;CEEE-D SUBESTACAO PORTO ALEGRE 5;-29,7;-51,24
CEEE-D;PORTO ALEGRE 6;PORTO ALEGRE;RS;PORTAO;CEEE-D SUBESTACAO PORTO ALEGRE 6;-30,0422886;-51,1727335
CEEE-D;PORTO ALEGRE 8;PORTO ALEGRE;RS;PORTAO;CEEE-D SUBESTACAO PORTO ALEGRE 8;-30,0088237;-51,1417319
CEEE-D;PORTO ALEGRE 9;PORTO ALEGRE;RS;PORTAO;CEEE-D SUBESTACAO PORTO ALEGRE 9;-29,7;-51,24
RGE SUL;PORTAO;PORTAO;RS;PORTAO;RGE SUL SUBESTACAO PORTAO;-29,7102661;-51,2492065
EDP SP;BIRITIBA;BIRITIBA-MIRIM;SP;BIRITIBA-MIRIM;EDP SP SUBESTACAO BIRITIBA;-23,5724441;-46,0406915
CEMIG-D;POMPEU;POMPEU;MG;POMPEU;CEMIG-D SUBESTACAO POMPEU;-19,2419939;-45,0059941
RGE SUL;ESTRELA 2;ESTRELA;RS;ESTRELA;RGE SUL SUBESTACAO ESTRELA 2;-29,5;-51,96
CELESC-DIS;POMERODE;POMERODE;SC;POMERODE;CELESC-DIS SUBESTACAO POMERODE;-26,7573131;-49,1669792
ELETROACRE;SENA MADUREIRA;SENA MADUREIRA;AC;SENA MADUREIRA;ELETROACRE SUBESTACAO SENA MADUREIRA;-9,0607237;-68,6572931
EPB;POMBAL;POMBAL;PB;POMBAL;EPB SUBESTACAO POMBAL;-6,7710333;-37,8013098
